"observation","specname","north","west","east","south","hemisphere","latitude","longitude","carp_color","spore_color","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","t_texture","drainage","ref_depth","awc_class","phase1","phase2","roots","il","swr","add_prop","t_gravel","t_sand","t_silt","t_clay","t_usda_tex_class","t_ref_bulk_density","t_bulk_density","t_oc","t_ph_h2o","t_cec_clay","t_cec_soil","t_bs","t_teb","t_caco3","t_caso4","t_esp","t_ece","s_gravel","s_sand","s_silt","s_clay","s_usda_tex_class","s_ref_bulk_density","s_bulk_density","s_oc","s_ph_h2o","s_cec_clay","s_cec_soil","s_bs","s_teb","s_caco3","s_caso4","s_esp","s_ece","FOR_2000","GRS_2000","NVG_2000","sq1","sq2","sq3","sq4","sq5","sq6","sq7","URB_2000","WAT_2000"
"4658",179568,"Amanita amerirubescens group",34.024,81.1385,81.0481,33.9583,"NN",33.99115,-81.0933,0,0,171,134,40,7180,333,4,329,262,125,262,77,1195,136,68,21,378,224,378,292,1,4,100,1,NA,NA,NA,NA,NA,0,4,78,12,10,11,1.58,1.52,0.61,6.2,28,4,72,3.7,0,0,3,0.1,10,65,12,23,10,1.43,1.52,0.3,5.7,16,5,46,2.8,0,0,2,0.1,30.390380859375,24.4298248291016,0,2,2,1,1,1,1,1,14.2657995223999,0
"4868",175344,"Amanita amerirubescens group",39.363,87.7283,87.7016,39.3346,"NN",39.3488,-87.71495,0,0,116,117,30,9547,307,-78,385,215,-13,234,-13,1029,113,57,20,319,193,300,193,2,2,100,1,NA,NA,NA,NA,NA,0,4,42,38,20,9,1.41,1.44,1.06,5.5,37,11,65,8.4,0,0,3,0.1,4,32,32,36,5,1.31,1.39,0.43,6.3,47,17,85,15.2,0,0,3,0.1,22.0812187194824,2.56191062927246,0,1,1,1,2,1,1,1,1.99789988994598,0
"11588",208655,"Amanita amerirubescens group",39.1266,76.8726,76.833,39.1103,"NN",39.11845,-76.8528,0,0,126,117,32,8540,307,-48,355,213,14,235,14,1083,106,73,11,301,236,299,236,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,35.5197525024414,4.62496376037598,0,3,2,1,1,1,1,1,37.3417015075684,0
"3438",207974,"Amanita amerirubescens Tulloss nom. prov.",39.1475,87.5784,87.5401,39.1089,"NN",39.1282,-87.55925,0,0,119,118,30,9461,310,-74,384,217,-9,237,-9,1044,114,59,20,323,197,297,197,2,2,100,1,NA,NA,NA,NA,NA,0,3,36,39,25,9,1.37,1.41,1.29,5.7,51,17,84,15.3,0,0,2,0.1,4,31,35,34,5,1.31,1.39,0.51,6.9,62,25,94,22.6,4.4,0,2,0.1,17.1828155517578,5.25783061981201,0,1,1,1,2,1,1,1,0.626500010490417,0
"3535",207140,"Amanita amerirubescens Tulloss nom. prov.",38.5492,90.6889,90.6609,38.5185,"NN",38.53385,-90.6749,0,0,124,129,32,9276,316,-78,394,217,-3,238,-3,993,109,51,19,296,181,270,181,2,2,100,1,NA,NA,NA,NA,NA,0,3,36,39,25,9,1.37,1.41,1.29,5.7,51,17,84,15.3,0,0,2,0.1,4,31,35,34,5,1.31,1.39,0.51,6.9,62,25,94,22.6,4.4,0,2,0.1,86.6873245239258,8.48446273803711,0,1,1,1,1,1,1,1,1.98500001430511,0
"5474",168122,"Amanita amerirubescens Tulloss nom. prov.",37.8306,90.2313,90.2289,37.8295,"NN",37.83005,-90.2301,0,0,125,131,33,9035,316,-71,387,125,3,238,3,1088,115,59,18,323,213,285,213,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,57.6301231384277,5.84680080413818,0,1,1,1,1,1,1,1,0.306100010871887,0
"5487",168030,"Amanita amerirubescens Tulloss nom. prov.",38.5333,90.59,90.5727,38.5044,"NN",38.51885,-90.58135,0,0,125,128,32,9321,318,-77,395,125,-2,241,-2,995,106,51,19,294,185,268,185,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,38.9155807495117,3.78147792816162,0,1,1,1,1,1,1,1,15.4394006729126,0
"7172",137411,"Amanita amerirubescens Tulloss nom. prov.",38.5318,90.5473,90.5073,38.5118,"NN",38.5218,-90.5273,0,0,126,127,32,9342,318,-75,393,125,-1,242,-1,995,105,51,19,293,186,269,186,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,38.9155807495117,3.78147792816162,0,1,1,1,1,1,1,1,15.4394006729126,0
"7254",136632,"Amanita amerirubescens Tulloss nom. prov.",38.4201,90.7191,90.6871,38.4026,"NN",38.41135,-90.7031,0,0,124,133,33,9201,317,-78,395,124,-2,238,-2,999,109,52,19,296,185,267,185,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,79.3897247314453,7.64726877212524,0,1,1,1,1,1,1,1,1.48689997196198,0
"9962",75040,"Amanita amerirubescens Tulloss nom. prov.",44.1595,68.6948,68.6635,44.1462,"NN",44.15285,-68.67915,0,0,75,107,29,8952,258,-109,367,35,187,187,-45,1214,137,78,17,371,241,241,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"11846",63274,"Amanita amerirubescens Tulloss nom. prov.",34.1621,83.8326,83.7512,34.1143,"NN",34.1382,-83.7919,0,0,154,127,39,7168,313,-9,322,74,159,245,59,1376,153,95,15,417,293,321,381,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,81.4754028320312,7.73697090148926,0,3,2,1,1,1,1,1,3.33200001716614,0
"5476",168120,"Amanita arkansana H.R. Rosen",37.8306,90.2313,90.2289,37.8295,"NN",37.83005,-90.2301,0,0,125,131,33,9035,316,-71,387,125,3,238,3,1088,115,59,18,323,213,285,213,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,57.6301231384277,5.84680080413818,0,1,1,1,1,1,1,1,0.306100010871887,0
"72",265276,"Amanita augusta Bojantchev & R.M. Davis",38.5923,123.343,123.283,38.5584,"NN",38.57535,-123.313,0,0,119,110,60,2590,219,37,182,92,148,153,88,1095,217,3,86,579,16,28,561,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,40.8692893981934,4.02001047134399,0,1,1,1,1,1,1,1,0.110699996352196,55
"74",265268,"Amanita augusta Bojantchev & R.M. Davis",38.5923,123.343,123.283,38.5584,"NN",38.57535,-123.313,0,0,119,110,60,2590,219,37,182,92,148,153,88,1095,217,3,86,579,16,28,561,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,40.8692893981934,4.02001047134399,0,1,1,1,1,1,1,1,0.110699996352196,55
"797",250953,"Amanita augusta Bojantchev & R.M. Davis",38.1091,122.904,122.863,38.0869,"NN",38.098,-122.8835,0,0,128,116,58,2991,235,38,197,94,161,166,90,1028,218,2,90,559,12,19,554,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,64.305778503418,17.3393230438232,10.9868984222412,1,1,1,1,1,1,1,0.547800004482269,3.97129988670349
"798",250952,"Amanita augusta Bojantchev & R.M. Davis",38.1091,122.904,122.863,38.0869,"NN",38.098,-122.8835,0,0,128,116,58,2991,235,38,197,94,161,166,90,1028,218,2,90,559,12,19,554,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,64.305778503418,17.3393230438232,10.9868984222412,1,1,1,1,1,1,1,0.547800004482269,3.97129988670349
"8012",112590,"Amanita augusta Bojantchev & R.M. Davis",45.94,121.766,121.753,45.93,"NN",45.935,-121.7595,0,0,57,100,37,5752,216,-49,265,-6,133,134,-11,2170,364,27,66,1051,139,155,989,2,4,100,3,1,NA,NA,NA,NA,0,4,46,43,11,9,1.51,0.87,4.38,5.9,138,24,57,5.2,0,0,1,0.1,10,56,32,12,11,1.51,0.91,1.47,6,155,17,57,8,0,0,2,0.1,91.0446090698242,8.95539093017578,0,2,2,1,1,1,1,1,0,0
"4902",175184,"Amanita banningiana Tulloss nom. prov.",39.1109,86.4665,86.4288,39.0773,"NN",39.0941,-86.44765,0,0,117,120,32,8959,300,-68,368,209,-4,228,-4,1100,121,68,18,336,225,310,225,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,86.6241226196289,8.5205774307251,0,1,1,1,1,1,1,1,2.84508538246155,1.98329997062683
"1342",244759,"Amanita bisporigera G.F. Atk.",38.5327,78.155,78.1463,38.5265,"NN",38.5296,-78.15065,0,0,124,133,36,8258,304,-59,363,208,13,227,13,1062,103,69,13,300,214,300,214,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,58.6909523010254,26.4375152587891,0,3,2,1,1,1,1,1,1.1201000213623,0
"5475",168121,"Amanita bisporigera G.F. Atk.",37.8306,90.2313,90.2289,37.8295,"NN",37.83005,-90.2301,0,0,125,131,33,9035,316,-71,387,125,3,238,3,1088,115,59,18,323,213,285,213,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,57.6301231384277,5.84680080413818,0,1,1,1,1,1,1,1,0.306100010871887,0
"7173",137399,"Amanita bisporigera G.F. Atk.",38.5318,90.5473,90.5073,38.5118,"NN",38.5218,-90.5273,0,0,126,127,32,9342,318,-75,393,125,-1,242,-1,995,105,51,19,293,186,269,186,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,38.9155807495117,3.78147792816162,0,1,1,1,1,1,1,1,15.4394006729126,0
"7882",113389,"Amanita bisporigera G.F. Atk.",35.5727,84.2428,84.2283,35.5613,"NN",35.567,-84.23555,0,0,142,134,39,7685,311,-31,342,55,199,238,40,1384,149,82,15,397,279,342,377,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,66.905891418457,10.7005062103271,0,3,2,1,1,1,1,1,0.80269992351532,16.8393001556396
"11294",51839,"Amanita bisporigera G.F. Atk.",45.8113,77.1485,77.131,45.7883,"NN",45.7998,-77.13975,0,0,53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"11467",50320,"Amanita bisporigera G.F. Atk.",45.8113,77.1485,77.131,45.7883,"NN",45.7998,-77.13975,0,0,53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"5811",156375,"Amanita bisporigera group",29.3774,81.4829,81.4196,29.348,"NN",29.3627,-81.45125,0,0,210,117,46,4978,327,73,254,268,154,269,143,1315,176,60,40,520,200,508,227,1,2,100,3,NA,NA,NA,NA,NA,0,3,86,10,4,12,1.73,1.31,1.62,4.5,47,5,18,3.6,0,0,1,0.1,6,85,10,5,12,1.7,1.58,0.93,4.9,44,3,19,0.9,0,0,3,0.1,73.5795211791992,7.2374792098999,0,3,3,2,2,1,1,2,0.135195687413216,13.8213996887207
"7080",138164,"Amanita bisporigera group",38.7,90.73,90.7,38.68,"NN",38.69,-90.715,0,0,123,127,32,9364,315,-81,396,217,-6,238,-6,971,108,47,21,297,171,270,171,2,2,100,1,NA,NA,NA,NA,NA,0,3,36,39,25,9,1.37,1.41,1.29,5.7,51,17,84,15.3,0,0,2,0.1,4,31,35,34,5,1.31,1.39,0.51,6.9,62,25,94,22.6,4.4,0,2,0.1,40.418212890625,6.96850919723511,0,1,1,1,1,1,1,1,4.62739992141724,0
"3024",210659,"Amanita brunnescens G.F. Atk.",37.8306,90.2313,90.2289,37.8295,"NN",37.83005,-90.2301,0,0,125,131,33,9035,316,-71,387,125,3,238,3,1088,115,59,18,323,213,285,213,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,57.6301231384277,5.84680080413818,0,1,1,1,1,1,1,1,0.306100010871887,0
"3495",208634,"Amanita brunnescens G.F. Atk.",39.0905,76.8129,76.7493,39.0335,"NN",39.062,-76.7811,0,0,128,117,33,8493,307,-46,353,235,16,235,16,1080,107,72,12,303,235,303,235,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,62.0612182617188,18.7685813903809,0,3,2,1,1,1,1,1,9.13179969787598,0
"3534",207141,"Amanita brunnescens G.F. Atk.",38.5492,90.6889,90.6609,38.5185,"NN",38.53385,-90.6749,0,0,124,129,32,9276,316,-78,394,217,-3,238,-3,993,109,51,19,296,181,270,181,2,2,100,1,NA,NA,NA,NA,NA,0,3,36,39,25,9,1.37,1.41,1.29,5.7,51,17,84,15.3,0,0,2,0.1,4,31,35,34,5,1.31,1.39,0.51,6.9,62,25,94,22.6,4.4,0,2,0.1,86.6873245239258,8.48446273803711,0,1,1,1,1,1,1,1,1.98500001430511,0
"9929",75521,"Amanita brunnescens G.F. Atk.",47.4393,94.1232,94.1007,47.4261,"NN",47.4327,-94.11195,0,0,35,126,26,12137,261,-221,482,183,-132,183,-132,672,106,14,55,297,58,297,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95271968841553,5.43811464309692,0,7,7,7,7,7,7,7,0.00800000037997961,84.9919967651367
"1914",233729,"Amanita calyptratoides Peck",36.8084,121.69,121.666,36.7929,"NN",36.80065,-121.678,0,0,139,127,60,3032,248,37,211,100,172,177,100,457,94,2,87,245,7,10,245,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,41.0858726501465,11.8994102478027,0,1,1,1,1,1,1,1,0,0
"10917",62921,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",35.3072,120.823,120.81,35.3002,"NN",35.3037,-120.8165,0,0,140,112,65,1992,228,56,172,117,158,165,115,429,87,1,90,238,3,28,234,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,75.6320877075195,16.005054473877,0,1,1,1,1,1,1,1,2.00298762321472,0
"4869",175339,"Amanita canescens Dav. T. Jenkins",39.363,87.7283,87.7016,39.3346,"NN",39.3488,-87.71495,0,0,116,117,30,9547,307,-78,385,215,-13,234,-13,1029,113,57,20,319,193,300,193,2,2,100,1,NA,NA,NA,NA,NA,0,4,42,38,20,9,1.41,1.44,1.06,5.5,37,11,65,8.4,0,0,3,0.1,4,32,32,36,5,1.31,1.39,0.43,6.3,47,17,85,15.2,0,0,3,0.1,22.0812187194824,2.56191062927246,0,1,1,1,2,1,1,1,1.99789988994598,0
"4899",175193,"Amanita canescens Dav. T. Jenkins",39.1109,86.4665,86.4288,39.0773,"NN",39.0941,-86.44765,0,0,117,120,32,8959,300,-68,368,209,-4,228,-4,1100,121,68,18,336,225,310,225,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,86.6241226196289,8.5205774307251,0,1,1,1,1,1,1,1,2.84508538246155,1.98329997062683
"3120",209863,"Amanita cattaraugana Tulloss & Kudzma nom. prov.",42.0629,78.7167,78.6292,41.9985,"NN",42.0307,-78.67295,0,0,62,119,32,8855,250,-119,369,171,-47,171,-57,1147,126,66,17,338,217,338,231,2,4,100,1,8,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,90.9170608520508,8.94283962249756,0,2,2,1,1,1,1,1,0.130115702748299,0
"47",266608,"Amanitaceae E.-J. Gilbert",37.0072,121.906,121.839,36.9581,"NN",36.98265,-121.8725,0,0,139,129,59,3252,250,34,216,98,176,180,98,651,139,2,90,357,7,12,357,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,56.1570701599121,5.64937496185303,0,1,1,1,1,1,1,1,3.9869692325592,31
"640",253485,"Amanita citrina (Schaeff.) Pers.",45.8113,77.1485,77.131,45.7883,"NN",45.7998,-77.13975,0,0,53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"7589",177901,"Amanita citrina (Schaeff.) Pers.",33.9562,81.0469,81.017,33.9296,"NN",33.9429,-81.03195,0,0,175,133,40,7182,336,8,328,265,128,265,80,1174,136,66,22,377,218,377,284,1,4,100,1,NA,NA,NA,NA,NA,0,4,78,12,10,11,1.58,1.52,0.61,6.2,28,4,72,3.7,0,0,3,0.1,10,65,12,23,10,1.43,1.52,0.3,5.7,16,5,46,2.8,0,0,2,0.1,47.8739891052246,12.4885091781616,0,2,2,1,1,1,1,1,29.346700668335,0
"6414",144078,"Amanita cochiseana Tulloss nom. prov.",31.9246,109.301,109.269,31.9056,"NN",31.9151,-109.285,0,0,90,154,49,5868,258,-56,314,159,120,167,18,663,139,12,66,329,60,290,148,2,4,100,3,1,NA,NA,NA,NA,0,20,50,29,21,9,1.42,1.5,0.4,7.3,47,7,100,14,0.5,0.1,6,0.1,27,44,28,28,5,1.37,1.47,0.28,7.3,58,11,100,14.6,3.8,0.7,4,9.7,90.2353286743164,9.49126052856445,0.273410797119141,1,1,4,1,1,1,4,0,0
