"observation","specname","north","west","east","south","hemisphere","latitude","longitude","carp_color","spore_color","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","t_texture","drainage","ref_depth","awc_class","phase1","phase2","roots","il","swr","add_prop","t_gravel","t_sand","t_silt","t_clay","t_usda_tex_class","t_ref_bulk_density","t_bulk_density","t_oc","t_ph_h2o","t_cec_clay","t_cec_soil","t_bs","t_teb","t_caco3","t_caso4","t_esp","t_ece","s_gravel","s_sand","s_silt","s_clay","s_usda_tex_class","s_ref_bulk_density","s_bulk_density","s_oc","s_ph_h2o","s_cec_clay","s_cec_soil","s_bs","s_teb","s_caco3","s_caso4","s_esp","s_ece","FOR_2000","GRS_2000","NVG_2000","sq1","sq2","sq3","sq4","sq5","sq6","sq7","URB_2000","WAT_2000"
"7984",111901,"Amanita muscaria var. guessowii Veselý",41.629,81.2223,81.2009,41.6037,"WN",41.61635,-81.2116,"orange","",86,105,29,9047,266,-93,359,197,-25,197,-35,1063,103,59,15,297,205,297,217,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,84.055061340332,8.10269927978516,0,1,1,1,1,1,1,1,3.12299990653992,0
"8040",111407,"Amanita muscaria var. guessowii Veselý",39.2076,86.5305,86.5071,39.1945,"WN",39.20105,-86.5188,"orange","",116,118,31,9058,300,-70,370,209,-7,228,-7,1103,121,67,18,338,222,313,222,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,54.5676498413086,5.53480625152588,0,1,1,2,1,1,1,2,25.0531005859375,0
"8041",111401,"Amanita muscaria var. guessowii Veselý",39.2076,86.5305,86.5071,39.1945,"WN",39.20105,-86.5188,"orange","",116,118,31,9058,300,-70,370,209,-7,228,-7,1103,121,67,18,338,222,313,222,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,54.5676498413086,5.53480625152588,0,1,1,2,1,1,1,2,25.0531005859375,0
"8059",111169,"Amanita muscaria var. guessowii Veselý",41.8348,69.9838,69.9629,41.82,"WN",41.8274,-69.97335,"orange","",95,76,25,7641,242,-52,294,68,191,191,-3,1120,112,72,12,321,235,235,304,1,6,100,3,NA,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"8073",111015,"Amanita muscaria var. guessowii Veselý",39.1171,86.5954,86.5807,39.1036,"WN",39.11035,-86.58805,"orange","",116,118,31,9044,300,-71,371,209,-6,228,-6,1120,123,67,19,344,223,319,223,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,53.538990020752,4.76631784439087,0,1,1,2,1,1,1,2,4.99410009384155,0
"8096",110834,"Amanita muscaria var. guessowii Veselý",39.2885,87.4722,87.4653,39.2812,"WN",39.28485,-87.46875,"orange","",117,118,30,9473,306,-78,384,214,-12,234,-12,1038,116,58,21,325,193,303,193,2,2,100,1,NA,NA,NA,NA,NA,0,3,36,39,25,9,1.37,1.41,1.29,5.7,51,17,84,15.3,0,0,2,0.1,4,31,35,34,5,1.31,1.39,0.51,6.9,62,25,94,22.6,4.4,0,2,0.1,7.28213500976562,6.87382030487061,0,1,1,1,1,1,1,1,0.804700016975403,0
"8167",110016,"Amanita muscaria var. guessowii Veselý",39.1171,86.5954,86.5807,39.1036,"WN",39.11035,-86.58805,"orange","",116,118,31,9044,300,-71,371,209,-6,228,-6,1120,123,67,19,344,223,319,223,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,53.538990020752,4.76631784439087,0,1,1,2,1,1,1,2,4.99410009384155,0
"8228",109404,"Amanita muscaria var. guessowii Veselý",41.2775,76.136,76.064,41.2001,"WN",41.2388,-76.1,"orange","",87,115,31,8859,274,-91,365,177,-20,197,-31,1012,106,60,18,310,192,302,192,2,4,100,1,8,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,89.4135437011719,8.79495620727539,0,2,2,1,1,1,1,1,1.70323705673218,0
"8295",108524,"Amanita muscaria var. guessowii Veselý",39.1171,86.5954,86.5807,39.1036,"WN",39.11035,-86.58805,"orange","",116,118,31,9044,300,-71,371,209,-6,228,-6,1120,123,67,19,344,223,319,223,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,53.538990020752,4.76631784439087,0,1,1,2,1,1,1,2,4.99410009384155,0
"8465",106663,"Amanita muscaria var. guessowii Veselý",39.5572,81.6467,81.6258,39.5427,"WN",39.54995,-81.63625,"orange","",112,125,34,8595,293,-69,362,199,-4,219,-4,1000,109,63,17,304,201,302,201,2,4,100,1,NA,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,85.9267730712891,8.46248912811279,0,2,1,1,1,1,1,1,1.66919994354248,0
"9075",97165,"Amanita muscaria var. guessowii Veselý",42.8029,80.2302,80.1658,42.7696,"WN",42.78625,-80.198,"orange","",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,100,1,NA,NA,NA,NA,NA,0,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"9607",80531,"Amanita muscaria var. guessowii Veselý",44.0415,79.3717,79.3487,44.0295,"WN",44.0355,-79.3602,"orange","",65,97,26,9681,257,-116,373,176,-56,185,-64,808,84,49,14,235,165,234,182,2,4,100,1,NA,NA,NA,NA,NA,0,10,37,44,19,9,1.41,1.42,0.82,6,53,14,83,16.3,0,0,1,0.1,19,33,35,32,5,1.32,1.58,0.39,6.3,56,21,89,18.1,0,0,1,0.1,44.666633605957,7.78425025939941,0,1,1,1,1,1,1,1,5.89669990539551,0
"9679",79396,"Amanita muscaria var. guessowii Veselý",42.8029,80.2302,80.1658,42.7696,"WN",42.78625,-80.198,"orange","",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,100,1,NA,NA,NA,NA,NA,0,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"9700",79504,"Amanita muscaria var. guessowii Veselý",36.6461,80.5309,80.527,36.6444,"WN",36.64525,-80.52895,"orange","",111,127,38,7517,277,-57,334,188,11,206,11,1212,117,81,11,336,253,320,253,2,4,100,4,1,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,57.2503356933594,25.4406032562256,0,3,2,2,1,1,1,2,1.20679998397827,0
"9730",77944,"Amanita muscaria var. guessowii Veselý",41.9062,83.7257,83.7053,41.8916,"WN",41.8989,-83.7155,"orange","",93,111,29,9563,288,-91,379,212,-21,212,-35,835,90,44,20,254,153,254,156,2,2,100,1,NA,NA,NA,NA,NA,0,5,42,36,22,9,1.4,1.4,0.94,6.1,46,14,89,9.8,0,0,1,0.1,6,35,32,33,5,1.32,1.59,0.28,6.5,45,15,96,14.3,0,0,1,0.1,13.4254264831543,1.34715032577515,0,1,1,1,2,1,1,1,1.73210000991821,0
"9741",77545,"Amanita muscaria var. guessowii Veselý",41.6866,87.8749,87.8549,41.667,"WN",41.6768,-87.8649,"orange","",98,106,27,10039,291,-101,392,222,-38,222,-38,934,102,36,29,302,141,302,141,2,4,100,1,NA,NA,NA,NA,NA,0,4,35,41,24,9,1.37,1.28,1.68,6.2,52,19,87,16.1,0,0,2,0.1,5,30,36,34,5,1.31,1.37,0.69,6.8,64,24,92,23.8,0.4,0,2,0.1,39.7668647766113,4.09393739700317,0,1,1,1,2,1,1,1,47.7399978637695,3.55669975280762
"9771",77203,"Amanita muscaria var. guessowii Veselý",40.1845,79.1083,79.1014,40.1798,"WN",40.18215,-79.10485,"orange","",77,117,32,8593,256,-101,357,163,-39,183,-39,1150,115,78,13,337,246,328,246,2,4,100,1,NA,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,83.5465469360352,7.79914283752441,0,2,2,1,1,1,1,1,0.332699984312057,0
"9886",76040,"Amanita muscaria var. guessowii Veselý",40.6567,75.0387,74.9741,40.6163,"WN",40.6365,-75.0064,"orange","",97,121,32,8710,286,-81,367,199,-18,207,-18,1217,118,78,11,338,265,334,265,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,88.353515625,8.69068431854248,0,3,2,1,1,1,1,1,2.5119457244873,0
"9922",75773,"Amanita muscaria var. guessowii Veselý",44.7659,78.1031,78.071,44.743,"WN",44.75445,-78.08705,"orange","",51,107,26,10171,250,-152,402,72,-75,176,-87,877,84,59,11,242,184,231,198,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,88.0279693603516,10.5899276733398,0,3,3,2,1,1,1,2,0.496500015258789,0
"9923",75772,"Amanita muscaria var. guessowii Veselý",44.7659,78.1031,78.071,44.743,"WN",44.75445,-78.08705,"orange","",51,107,26,10171,250,-152,402,72,-75,176,-87,877,84,59,11,242,184,231,198,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,88.0279693603516,10.5899276733398,0,3,3,2,1,1,1,2,0.496500015258789,0
"9924",75771,"Amanita muscaria var. guessowii Veselý",44.7659,78.1031,78.071,44.743,"WN",44.75445,-78.08705,"orange","",51,107,26,10171,250,-152,402,72,-75,176,-87,877,84,59,11,242,184,231,198,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,88.0279693603516,10.5899276733398,0,3,3,2,1,1,1,2,0.496500015258789,0
"9949",75311,"Amanita muscaria var. guessowii Veselý",45.8113,77.1485,77.131,45.7883,"NN",45.7998,-77.13975,"orange","",53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"10011",254216,"Amanita muscaria var. guessowii Veselý",42.2734,83.0916,83.0503,42.2502,"WN",42.2618,-83.07095,"orange","",95,95,26,9505,280,-81,361,214,-19,214,-31,835,89,46,18,252,160,252,167,3,1,100,1,NA,NA,NA,NA,NA,0,7,15,30,55,3,1.21,1.24,2.19,6.3,37,32,87,24.9,0,0,1,0.1,1,25,25,50,3,1.24,1.35,0.79,6.5,36,25,96,19.2,0,0,2,0.1,3.73758387565613,2.74457573890686,0,1,1,1,4,1,1,1,76.2301025390625,11.4584999084473
"10013",75169,"Amanita muscaria var. guessowii Veselý",47.4393,94.1232,94.1007,47.4261,"WN",47.4327,-94.11195,"orange","",35,126,26,12137,261,-221,482,183,-132,183,-132,672,106,14,55,297,58,297,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95271968841553,5.43811464309692,0,7,7,7,7,7,7,7,0.00800000037997961,84.9919967651367
"10048",75752,"Amanita muscaria var. guessowii Veselý",44.7659,78.1031,78.071,44.743,"WN",44.75445,-78.08705,"orange","",51,107,26,10171,250,-152,402,72,-75,176,-87,877,84,59,11,242,184,231,198,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,88.0279693603516,10.5899276733398,0,3,3,2,1,1,1,2,0.496500015258789,0
"10049",75751,"Amanita muscaria var. guessowii Veselý",44.7659,78.1031,78.071,44.743,"WN",44.75445,-78.08705,"orange","",51,107,26,10171,250,-152,402,72,-75,176,-87,877,84,59,11,242,184,231,198,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,88.0279693603516,10.5899276733398,0,3,3,2,1,1,1,2,0.496500015258789,0
"10050",75750,"Amanita muscaria var. guessowii Veselý",44.7659,78.1031,78.071,44.743,"WN",44.75445,-78.08705,"orange","",51,107,26,10171,250,-152,402,72,-75,176,-87,877,84,59,11,242,184,231,198,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,88.0279693603516,10.5899276733398,0,3,3,2,1,1,1,2,0.496500015258789,0
"10440",69235,"Amanita muscaria var. guessowii Veselý",42.8029,80.2302,80.1658,42.7696,"WN",42.78625,-80.198,"orange","",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,100,1,NA,NA,NA,NA,NA,0,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"10455",68970,"Amanita muscaria var. guessowii Veselý",39.3784,82.072,82.0068,39.3274,"WN",39.3529,-82.0394,"orange","",110,128,34,8638,292,-75,367,198,-7,217,-7,1027,113,65,17,310,209,305,209,2,4,100,1,NA,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,89.8918075561523,8.84199237823486,0,2,2,1,1,1,1,1,1.24795579910278,0
"10469",68734,"Amanita muscaria var. guessowii Veselý",42.8029,80.2302,80.1658,42.7696,"WN",42.78625,-80.198,"orange","",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,100,1,NA,NA,NA,NA,NA,0,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"10473",69006,"Amanita muscaria var. guessowii Veselý",41.9062,83.7257,83.7053,41.8916,"WN",41.8989,-83.7155,"orange","",93,111,29,9563,288,-91,379,212,-21,212,-35,835,90,44,20,254,153,254,156,2,2,100,1,NA,NA,NA,NA,NA,0,5,42,36,22,9,1.4,1.4,0.94,6.1,46,14,89,9.8,0,0,1,0.1,6,35,32,33,5,1.32,1.59,0.28,6.5,45,15,96,14.3,0,0,1,0.1,13.4254264831543,1.34715032577515,0,1,1,1,2,1,1,1,1.73210000991821,0
"10474",68656,"Amanita muscaria var. guessowii Veselý",42.8029,80.2302,80.1658,42.7696,"WN",42.78625,-80.198,"orange","",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,100,1,NA,NA,NA,NA,NA,0,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"10502",68146,"Amanita muscaria var. guessowii Veselý",35.6089,80.2791,80.2598,35.5985,"WN",35.6037,-80.26945,"orange","",151,133,39,7628,320,-20,340,248,104,248,50,1147,112,78,11,320,255,320,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2628135681152,6.26014852523804,0,7,7,7,7,7,7,7,1.61629998683929,22.6081008911133
"10857",138035,"Amanita muscaria var. guessowii Veselý",44.143,72.6663,72.6576,44.134,"WN",44.1385,-72.66195,"orange","",53,119,29,9761,254,-151,405,174,-67,174,-79,1026,111,61,16,303,200,303,211,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,88.9839096069336,8.75269031524658,0,2,2,3,1,1,1,3,2.20707249641418,0
"10873",138036,"Amanita muscaria var. guessowii Veselý",44.143,72.6663,72.6576,44.134,"WN",44.1385,-72.66195,"orange","",53,119,29,9761,254,-151,405,174,-67,174,-79,1026,111,61,16,303,200,303,211,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,88.9839096069336,8.75269031524658,0,2,2,3,1,1,1,3,2.20707249641418,0
"10980",55679,"Amanita muscaria var. guessowii Veselý",44.4499,79.7468,79.7148,44.434,"WN",44.44195,-79.7308,"orange","",61,107,28,9622,258,-121,379,-35,-15,181,-66,875,85,56,13,243,178,229,220,1,6,100,3,NA,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,31.7462291717529,8.33238983154297,0,3,3,1,1,1,1,1,20.1527004241943,1.82139992713928
"10993",55588,"Amanita muscaria var. guessowii Veselý",41.075,73.9807,73.9169,41.0289,"WN",41.05195,-73.9488,"orange","",109,106,29,8841,292,-65,357,98,-7,221,-7,1211,113,82,9,322,269,310,269,2,4,100,1,NA,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,54.10107421875,5.32152652740479,0,2,2,1,1,1,1,1,30.1824436187744,10.0669994354248
"10996",55563,"Amanita muscaria var. guessowii Veselý",42.6973,80.3372,80.3219,42.6651,"WN",42.6812,-80.32955,"orange","",82,94,26,9184,265,-88,353,155,-31,197,-39,959,91,62,11,254,209,245,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3794801235199,1.76195812225342,0,7,7,7,7,7,7,7,2.08200001716614,75.9804000854492
"11012",55488,"Amanita muscaria var. guessowii Veselý",42.6973,80.3372,80.3219,42.6651,"WN",42.6812,-80.32955,"orange","",82,94,26,9184,265,-88,353,155,-31,197,-39,959,91,62,11,254,209,245,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3794801235199,1.76195812225342,0,7,7,7,7,7,7,7,2.08200001716614,75.9804000854492
"11021",56204,"Amanita muscaria var. guessowii Veselý",41.053,73.7401,73.6977,41.0309,"WN",41.04195,-73.7189,"orange","",105,102,29,8727,284,-65,349,93,-10,216,-10,1227,114,86,8,331,282,303,282,2,4,100,1,NA,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,48.0707359313965,4.72836494445801,0,3,2,1,1,1,1,1,46.8416748046875,0
"11042",55052,"Amanita muscaria var. guessowii Veselý",45.8113,77.1485,77.131,45.7883,"NN",45.7998,-77.13975,"orange","",53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"11053",55728,"Amanita muscaria var. guessowii Veselý",45.3095,75.9233,75.8913,45.2938,"WN",45.30165,-75.9073,"orange","",58,100,24,10909,261,-155,416,180,-77,190,-91,848,81,54,13,242,169,239,188,2,4,100,1,NA,NA,NA,NA,NA,0,9,42,36,22,9,1.4,1.37,1,6.6,55,16,93,13.8,0,0,2,0.1,12,40,35,25,9,1.38,1.39,0.4,7,51,15,93,14.4,0.1,0,2,0.1,31.147216796875,11.7640609741211,0,1,1,1,1,1,1,1,9.59379959106445,0
"11056",54736,"Amanita muscaria var. guessowii Veselý",37.0672,80.6371,80.6178,37.0469,"WN",37.05705,-80.62745,"orange","",114,135,39,7649,286,-58,344,191,11,210,11,975,101,65,13,283,204,272,204,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,49.4178199768066,9.825026512146,0,3,2,1,1,1,1,1,1.1978999376297,0
"11079",80764,"Amanita muscaria var. guessowii Veselý",44.8152,79.3426,79.3065,44.8045,"WN",44.80985,-79.32455,"orange","",56,111,28,9916,253,-140,393,12,-22,177,-78,952,97,61,14,275,191,237,239,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,87.3076324462891,9.49495029449463,0,3,3,2,1,1,1,2,0.651899993419647,0
"11093",54170,"Amanita muscaria var. guessowii Veselý",39.3784,82.072,82.0068,39.3274,"WN",39.3529,-82.0394,"orange","",110,128,34,8638,292,-75,367,198,-7,217,-7,1027,113,65,17,310,209,305,209,2,4,100,1,NA,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,89.8918075561523,8.84199237823486,0,2,2,1,1,1,1,1,1.24795579910278,0
"11099",140562,"Amanita muscaria var. guessowii Veselý",44.3444,68.0562,68.0465,44.3389,"WN",44.34165,-68.05135,"orange","",69,107,29,8904,250,-115,365,-20,180,180,-51,1257,142,77,18,390,243,243,345,1,6,100,5,1,NA,NA,NA,NA,0,3,85,10,5,12,1.7,1.4,2.08,4.3,73,5,16,2.4,0,0,0,0.1,3,86,10,4,12,1.73,1.57,0.51,4.8,52,2,21,1.4,0,0,0,0.1,50.4888763427734,4.96622133255005,0,3,3,1,1,1,1,1,0.597043097019196,43.9447021484375
"11241",52387,"Amanita muscaria var. guessowii Veselý",45.8113,77.1485,77.131,45.7883,"NN",45.7998,-77.13975,"orange","",53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"11259",61193,"Amanita muscaria var. guessowii Veselý",42.6973,80.3372,80.3219,42.6651,"WN",42.6812,-80.32955,"orange","",82,94,26,9184,265,-88,353,155,-31,197,-39,959,91,62,11,254,209,245,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3794801235199,1.76195812225342,0,7,7,7,7,7,7,7,2.08200001716614,75.9804000854492
"11289",52546,"Amanita muscaria var. guessowii Veselý",45.2243,79.5721,79.5302,45.2013,"NN",45.2128,-79.55115,"orange","",51,111,27,10108,249,-152,401,-52,-27,174,-85,1029,110,67,17,313,209,237,278,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,77.6471862792969,16.3388214111328,0,3,2,3,1,1,1,3,0.199899986386299,0
"11391",122289,"Amanita muscaria var. guessowii Veselý",42.6408,72.2667,72.1678,42.546,"WN",42.5934,-72.21725,"orange","",74,129,32,9405,275,-128,403,191,-40,191,-53,1098,100,77,8,294,247,294,254,1,6,100,5,1,NA,NA,NA,NA,0,3,85,10,5,12,1.7,1.4,2.08,4.3,73,5,16,2.4,0,0,0,0.1,3,86,10,4,12,1.73,1.57,0.51,4.8,52,2,21,1.4,0,0,0,0.1,87.2294769287109,8.58012390136719,0,3,3,1,1,1,1,1,2.84752607345581,0.99019992351532
