"","observation","kingdom","family","genus","specname","longitude","latitude"
"72728",192130,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-105.6881788,40.2851278
"72887",193186,"Fungi","Amanitaceae","Amanita","Amanita muscaria formosa",-72.9502272606,43.6466965471
"73247",194338,"Fungi","Amanitaceae","Amanita","Amanita rubescens",-73.2169246674,43.6717829013
"76768",202142,"Fungi","Amanitaceae","Amanita","Amanita wellsii",-71.8459510803,44.7929218038
"78843",206864,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.70337,38.957425
"78847",206868,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.785073,39.600288
"80713",211064,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.0018649,36.9998194
"80714",211065,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.0018649,36.9998194
"80715",211066,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.0018649,36.9998194
"80774",211174,"Fungi","Amanitaceae","Amanita","Amanita velosa",-121.9274003,37.6471919
"82322",215205,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.940004,36.512265
"82488",215564,"Fungi","Amanitaceae","Amanita","Amanita muscaria formosa",-72.4672085646,43.1449987486
"89603",231311,"Fungi","Amanitaceae","Amanita","Amanita velosa",-121.7750745,37.1475568
"92765",239299,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.4209037423,37.7180910276
"101592",260125,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-122.296371,37.276487
"114544",292592,"Fungi","Amanitaceae","Amanita","Amanita muscaria formosa",-73.206746,42.712095
"118569",303116,"Fungi","Amanitaceae","Amanita","Amanita muscaria guessowii",-75.378699,41.591342
"124770",318205,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.312443,47.653565
"128485",326829,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-79.055449,35.984654
"130440",331734,"Fungi","Amanitaceae","Amanita","Amanita flavoconia",-79.055663,35.984759
"132399",335711,"Fungi","Amanitaceae","Amanita","Amanita rubescens",-81.4055,41.3295
"132402",335714,"Fungi","Amanitaceae","Amanita","Amanita flavoconia",-81.4063333333,41.3296666667
"134726",341261,"Fungi","Amanitaceae","Amanita","Amanita rubescens",-81.493234,41.119638
"136845",347172,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-106.7016666667,35.8255
"137438",348623,"Fungi","Amanitaceae","Amanita","Amanita rubescens",-75.436572,41.431751
"141060",356070,"Fungi","Amanitaceae","Amanita","Amanita flavoconia",-88.946396,37.366482
"142836",360094,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-119.576054,38.223671
"143737",362076,"Fungi","Amanitaceae","Amanita","Amanita flavoconia",-74.986166,43.672833
"144221",363199,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.356582,37.226433
"144537",364134,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-105.789038,35.792921
"145052",365183,"Fungi","Amanitaceae","Amanita","Amanita muscaria flavivolvata",-122.855393,38.100983
"145539",366314,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.252276,37.896206
"147054",369900,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.827324,47.828309
"149576",375556,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.294507,47.657365
"155054",387556,"Fungi","Amanitaceae","Amanita","Amanita muscaria guessowii",-74.9930113199,41.5380105098
"155281",388018,"Fungi","Amanitaceae","Amanita","Amanita abrupta",-78.1925673324,37.9862378521
"160572",400745,"Fungi","Amanitaceae","Amanita","Amanita muscaria formosa",-78.792014,40.275769
"162439",406259,"Fungi","Amanitaceae","Amanita","Amanita onusta",-79.033166,35.8975
"162822",407563,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-78.7586585,40.4130571
"166039",415452,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.213789,47.5057
"168233",421327,"Fungi","Amanitaceae","Amanita","Amanita muscaria guessowii",-72.950344,43.64672
"169557",424722,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.753077,46.127159
"174006",435352,"Fungi","Amanitaceae","Amanita","Amanita fulva",-72.99089,43.712576
"176241",440928,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.802362,46.977082
"179634",448808,"Fungi","Amanitaceae","Amanita","Amanita vaginata",-122.300737,41.159108
"180289",450607,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.723409,46.772555
"180548",451540,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-94.084607,47.770116
"181740",454140,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-124.152289,41.068277
"188488",467724,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-124.1659555,47.030575
"188667",467996,"Fungi","Amanitaceae","Amanita","Amanita muscaria formosa",-77.905254,40.664936
"192863",477538,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.528137,45.997343
"193256",478369,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-124.164563,47.033031
"193373",478825,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.9330833333,47.2613533333
"198247",490480,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.7721466667,37.95145
"199363",493057,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.936677,46.293751
"201326",498226,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-105.611947,40.201374
"NA",NA,NA,NA,NA,NA,NA,NA
"213532",528843,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.810318,38.078582
"213553",528907,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.1422195,37.7829283333
"217126",538057,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-122.265797,37.916606
"219994",544914,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-123.463669,42.131229
"220018",544951,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-123.446846,42.134793
"226699",561416,"Fungi","Amanitaceae","Amanita","Amanita vaginata",-121.78371,49.090187
"228783",567011,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.1931383333,37.847875
"228861",567421,"Fungi","Amanitaceae","Amanita","Amanita vernicoccora",-121.2719883333,39.63817
"233623",579747,"Fungi","Amanitaceae","Amanita","Amanita muscaria flavivolvata",-122.385848,37.581759
"235564",586260,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.195305,37.8621333333
"236744",591259,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.568539,37.891724
"237286",593106,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.288686,37.447698
"237731",595110,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.506371,37.544829
"238097",596597,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.506287,37.544878
"238440",598671,"Fungi","Amanitaceae","Amanita","Amanita pantherina",-122.44774,37.793414
"238765",600157,"Fungi","Amanitaceae","Amanita","Amanita muscaria flavivolvata",-122.506636,37.546113
"239516",602172,"Fungi","Amanitaceae","Amanita","Amanita pachycolea",-122.224894,37.884645
"239893",603064,"Fungi","Amanitaceae","Amanita","Amanita augusta",-122.8511666667,38.0745
"240603",605151,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.221366,37.866333
"240732",605490,"Fungi","Amanitaceae","Amanita","Amanita pantherina",-122.241395,37.891625
"240744",605508,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.2527916667,37.8945
"241141",606513,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.4926514087,37.9705925938
"241195",606655,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.2676666667,37.912
"241199",606665,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.2586666667,37.9135
"241340",606925,"Fungi","Amanitaceae","Amanita","Amanita pantherina",-122.1720583333,37.3085277778
"242128",609020,"Fungi","Amanitaceae","Amanita","Amanita novinupta",-122.7999883333,38.037425
"242147",609051,"Fungi","Amanitaceae","Amanita","Amanita novinupta",-122.80002,38.03748
"242221",609327,"Fungi","Amanitaceae","Amanita","Amanita augusta",-122.206025,37.199227
"243043",611087,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.084962,37.732353
"243444",612112,"Fungi","Amanitaceae","Amanita","Amanita vernicoccora",-122.143589,37.078715
"244717",615243,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.356849,37.226611
"244736",615271,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.3566366667,37.2262616667
"245951",620030,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.2593383333,37.80555
"245953",620032,"Fungi","Amanitaceae","Amanita","Amanita novinupta",-122.2601083333,37.806705
"247330",623264,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.418723,37.666225
"247367",623336,"Fungi","Amanitaceae","Amanita","Amanita vaginata",-122.066004,37.088662
"249591",628728,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.5031666667,37.547775
"251086",632341,"Fungi","Amanitaceae","Amanita","Amanita velosa",-121.79593,39.221394
"251986",634940,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.26825,37.9157916667
"255369",643693,"Fungi","Amanitaceae","Amanita","Amanita augusta",-122.159906,37.795272
"255370",643694,"Fungi","Amanitaceae","Amanita","Amanita magniverrucata",-122.158112,37.793544
"257850",649289,"Fungi","Amanitaceae","Amanita","Amanita magniverrucata",-122.1278333333,37.9461666667
"271929",684829,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.16615,37.813852
"272206",685859,"Fungi","Amanitaceae","Amanita","Amanita ocreata",-122.048836,37.665546
"273953",691479,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.176445,37.806088
"273968",691505,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.16615,37.813852
"274793",694380,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.2600116667,37.8068283333
"281451",711370,"Fungi","Amanitaceae","Amanita","Amanita pantherina",-82.335383,35.478166
"283202",714990,"Fungi","Amanitaceae","Amanita","Amanita vernicoccora",-121.7543633333,41.0444528333
"284521",718399,"Fungi","Amanitaceae","Amanita","Amanita vernicoccora",-121.778695,41.1617888333
"289031",729157,"Fungi","Amanitaceae","Amanita","Amanita flavoconia",-83.443909,37.306898
"296548",745670,"Fungi","Amanitaceae","Amanita","Amanita muscaria formosa",-84.6296210122,42.6868347824
"306539",769476,"Fungi","Amanitaceae","Amanita","Amanita muscaria formosa",-72.961408,43.580963
"307105",770941,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-88.920014,37.358935
"308384",773976,"Fungi","Amanitaceae","Amanita","Amanita abrupta",-82.469923,35.54355
"318994",799284,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-78.7132633333,35.75528
"321144",804163,"Fungi","Amanitaceae","Amanita","Amanita muscaria formosa",-80.17006,40.952841
"323699",810432,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-73.318326,44.658763
"323973",810917,"Fungi","Amanitaceae","Amanita","Amanita rubescens",-81.355066,41.060421
"324592",812482,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-82.470449,35.543069
"325434",814480,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-78.1114028087,37.991300939
"328602",822030,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.2581033333,37.8057866667
"330431",826720,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-82.990414,35.367324
"330908",827871,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-110.7135866667,32.4109716667
"331897",830117,"Fungi","Amanitaceae","Amanita","Amanita rubescens",-78.70018,35.7633583333
"332017",830371,"Fungi","Amanitaceae","Amanita","Amanita constricta",-68.315405,44.3070216667
"333135",833211,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-92.5923466667,47.6486633333
"337127",842831,"Fungi","Amanitaceae","Amanita","Amanita atkinsoniana",-79.060663,35.982119
"337181",843000,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-78.644514,35.968281
"338124",844865,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-106.039148,40.340126
"339302",847410,"Fungi","Amanitaceae","Amanita","Amanita bisporigera",-81.348352,46.05876
"348615",869040,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-79.487403,36.157452
"350250",872839,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-73.279409,44.055765
"353508",882221,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-124.359431,43.339958
"356443",890317,"Fungi","Amanitaceae","Amanita","Amanita caesarea",-94.019787,30.813054
"360808",901079,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-77.5742315,39.1038
"361134",902115,"Fungi","Amanitaceae","Amanita","Amanita flavoconia",-75.984417,36.730965
"361700",903741,"Fungi","Amanitaceae","Amanita","Amanita muscaria guessowii",-82.476575,35.588728
"361805",903993,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-96.2106333333,30.5222694444
"362787",906893,"Fungi","Amanitaceae","Amanita","Amanita muscaria guessowii",-82.571149,35.612823
"363870",909584,"Fungi","Amanitaceae","Amanita","Amanita flavoconia",-94.404488,33.471185
"364291",910617,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-89.74688597,43.23876071
"364793",911589,"Fungi","Amanitaceae","Amanita","Amanita bisporigera",-80.4971,36.258655
"368075",919506,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.1486351195,49.2868644743
"368111",919615,"Fungi","Amanitaceae","Amanita","Amanita bisporigera",-79.325623,41.283772
"401292",1020791,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.740325,46.7939416667
"402189",1023711,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-109.275494,31.916544
"402657",1024752,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-94.1504278333,30.7910416667
"403706",1027571,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-123.7456666667,39.4016666667
"403709",1027589,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.7711666667,39.408
"406064",1034777,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-124.1645971667,47.0343471667
"406161",1035088,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-124.164219,47.032695
"407790",1039162,"Fungi","Amanitaceae","Amanita","Amanita ceciliae",-94.6063782751,32.525551951
"408659",1041260,"Fungi","Amanitaceae","Amanita","Amanita muscaria formosa",-72.950336,43.646832
"409320",1043125,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.794155,47.114676
"409792",1044246,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-123.3415966667,47.5249583333
"409820",1044395,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-124.167887,47.033947
"410534",1046787,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.9779283333,47.0720445
"410672",1047040,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.2676666667,37.9093333333
"410953",1047627,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.343428,47.521542
"412745",1052563,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.1188333333,37.0833333333
"412895",1053081,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.091923,37.05704
"412896",1053082,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.091923,37.05704
"413617",1054914,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.8045194444,45.4392733333
"415578",1060786,"Fungi","Amanitaceae","Amanita","Amanita pantherina",-100.324745,25.195808
"416613",1063805,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-94.4128842553,32.7153561249
"417131",1065138,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.8759,38.0982
"417794",1066919,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.362306,38.603791
"418106",1067560,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.168595,37.79193
"418107",1067561,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.16828,37.79195
"425387",1083418,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-123.462497,42.14498
"428497",1090290,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-94.5920168976,32.6994682988
"429162",1091912,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.2826388889,47.6097916667
"430648",1097017,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-122.546792,47.173583
"431436",1098874,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.5936467223,37.7970906383
"431922",1100419,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.644335,48.825833
"432106",1100827,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.134364,37.778589
"432199",1101018,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-122.097708,36.975789
"432200",1101019,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.095326,36.987583
"432460",1101458,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.092348,37.723625
"432998",1102829,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.095326,36.987583
"433457",1103841,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.385933,37.581311
"434362",1106095,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.555917,37.933852
"434711",1106819,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-123.33065,47.51578
"434720",1106835,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.5674514771,37.8914833069
"434722",1106839,"Fungi","Amanitaceae","Amanita","Amanita muscaria flavivolvata",-122.5682296753,37.891910553
"434984",1107506,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.06189,37.081893
"435631",1108886,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-121.8282751964,36.9553834363
"436210",1110683,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.5481033333,37.9368333333
"436214",1110699,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.5490883333,37.92733
"436215",1110700,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.5494916667,37.9279333333
"438389",1117204,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-93.204825,44.382225
"439168",1119472,"Fungi","Amanitaceae","Amanita","Amanita muscaria flavivolvata",-121.942282,36.515912
"439431",1120833,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.144619,37.789964
"439519",1120967,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-124.164563,47.033031
"439722",1121434,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-122.975752,47.073959
"439804",1121648,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.296252,38.146987
"439824",1121689,"Fungi","Amanitaceae","Amanita","Amanita silvicola",-122.976643,47.071857
"440098",1122221,"Fungi","Amanitaceae","Amanita","Amanita gemmata gemmata",-122.976643,47.071857
"440431",1123090,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-122.674982,37.926755
"440652",1123759,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-121.275287,38.136891
"440821",1124181,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.957581,36.987338
"441870",1126929,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.1763,37.3624083333
"442675",1128752,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.1762388889,37.3624416667
"443756",1131620,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.154570697,37.8054979351
"443757",1131621,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.154354,37.805114
"445283",1135335,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.8498557482,36.8719254844
"445979",1137332,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.679664,45.512618
"446292",1138237,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.0523104262,37.7550152737
"446892",1140001,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.1933302098,37.8479585192
"447747",1141905,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.7567666667,37.985205
"448402",1142953,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.35627,37.2250466667
